longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-118.9,34.26,5.0,25187.0,3521.0,11956.0,3478.0,6.9712,<1H OCEAN,352811.2270994488
-121.82,37.35,24.0,2298.0,575.0,2409.0,569.0,3.4509,<1H OCEAN,187067.9693124068
-119.57,36.7,30.0,2370.0,412.0,1248.0,410.0,3.1442,INLAND,89390.35365647684
-118.59,34.25,15.0,9716.0,2387.0,4992.0,2225.0,3.6231,<1H OCEAN,220485.7329381346
-117.5,34.66,20.0,1319.0,309.0,486.0,196.0,2.0184,INLAND,94646.18296471922
-122.04,37.3,25.0,3807.0,600.0,1678.0,600.0,6.6818,<1H OCEAN,356196.7362995578
-117.83,33.75,34.0,2660.0,601.0,1475.0,567.0,3.4152,<1H OCEAN,184257.62792879864
-117.05,33.52,5.0,3471.0,530.0,1541.0,502.0,4.8083,<1H OCEAN,227163.50421471414
-116.33,33.75,5.0,19107.0,3923.0,2880.0,1376.0,4.036,INLAND,159103.46866381975
-118.92,34.4,23.0,1290.0,283.0,1060.0,279.0,3.3152,<1H OCEAN,199075.3453746235
-118.43,34.3,28.0,271.0,61.0,246.0,62.0,1.7062,<1H OCEAN,201362.18090113092
-120.99,38.67,8.0,4913.0,744.0,2005.0,723.0,5.4413,INLAND,207445.24978906952
-119.77,36.77,38.0,3065.0,658.0,1441.0,625.0,2.0564,INLAND,65446.053668846944
-120.67,38.76,35.0,2104.0,403.0,1060.0,400.0,2.1682,INLAND,93952.39582285556
-122.11,37.89,32.0,2372.0,516.0,1067.0,492.0,4.3235,NEAR BAY,264410.2751643593
-121.28,38.9,31.0,1297.0,259.0,765.0,240.0,2.7656,INLAND,100772.67506193552
-117.25,33.2,10.0,2050.0,473.0,1302.0,471.0,2.7961,<1H OCEAN,153484.03514225793
-117.47,33.98,8.0,12106.0,1913.0,5810.0,1717.0,4.9886,INLAND,161415.11894164453
-118.08,33.9,42.0,1768.0,372.0,1155.0,368.0,3.558,<1H OCEAN,179824.13621680296
-118.32,33.79,21.0,6638.0,1634.0,3240.0,1568.0,3.6797,<1H OCEAN,333549.798515974
-122.38,41.54,14.0,4453.0,797.0,1817.0,685.0,2.7468,INLAND,93152.48792053174
-118.31,34.02,41.0,1046.0,216.0,727.0,201.0,1.6667,<1H OCEAN,136085.2203419689
-117.84,34.13,26.0,3773.0,694.0,2103.0,688.0,4.6937,INLAND,215328.9897524728
-117.63,34.09,8.0,3557.0,890.0,2251.0,765.0,2.6818,INLAND,121430.7338253223
-117.64,33.63,10.0,4814.0,643.0,1808.0,588.0,8.798,<1H OCEAN,381686.5959226191
-122.28,37.52,27.0,2958.0,655.0,1285.0,577.0,4.0801,NEAR OCEAN,323405.4675293656
-122.78,38.37,21.0,795.0,163.0,414.0,162.0,3.7991,<1H OCEAN,200814.24631341855
-119.83,36.77,23.0,2168.0,503.0,1190.0,425.0,2.625,INLAND,75364.30255674607
-116.35,34.13,9.0,1969.0,406.0,805.0,349.0,1.5491,INLAND,72011.0573544473
-116.52,33.84,17.0,4465.0,859.0,853.0,445.0,3.6875,INLAND,136829.0577875021
-120.97,38.65,9.0,3707.0,602.0,1601.0,555.0,4.0714,INLAND,173524.8186347684
-122.43,37.8,52.0,3172.0,848.0,1259.0,806.0,4.1047,NEAR BAY,488414.7102647703
-118.12,33.96,38.0,2105.0,348.0,956.0,350.0,4.4125,<1H OCEAN,230291.6221494048
-119.52,36.61,33.0,1225.0,275.0,1065.0,248.0,1.8958,INLAND,58437.49000634555
-116.96,32.79,35.0,1081.0,266.0,691.0,259.0,2.6324,<1H OCEAN,150929.22553253017
-121.54,39.47,14.0,1724.0,315.0,939.0,302.0,2.4952,INLAND,92422.94523089175
-121.13,36.2,16.0,1868.0,443.0,1323.0,436.0,2.9559,<1H OCEAN,168402.3010053873
-121.41,38.58,18.0,6955.0,1882.0,2803.0,1740.0,3.089,INLAND,127536.4502464839
-118.16,33.85,36.0,1979.0,339.0,952.0,339.0,4.0815,<1H OCEAN,216388.88516588957
-121.43,38.57,46.0,2443.0,476.0,939.0,457.0,3.5893,INLAND,134004.4449063875
-118.31,34.06,24.0,1336.0,453.0,1268.0,426.0,2.8202,<1H OCEAN,253875.08267011427
-121.2,39.23,9.0,2802.0,447.0,955.0,418.0,5.2359,INLAND,182191.63979281147
-117.89,33.74,34.0,1759.0,353.0,2083.0,330.0,3.2292,<1H OCEAN,171139.49653793423
-121.77,36.71,18.0,6601.0,1395.0,3562.0,1299.0,3.512,<1H OCEAN,214065.1630629938
-118.02,33.96,36.0,2002.0,361.0,913.0,311.0,4.5446,<1H OCEAN,209481.465263409
-121.27,38.65,33.0,1984.0,289.0,842.0,276.0,5.2949,INLAND,194910.87403388973
-122.28,37.85,49.0,1130.0,244.0,607.0,239.0,2.4597,NEAR BAY,133993.02575563418
-118.38,34.08,48.0,1226.0,288.0,370.0,264.0,3.9375,<1H OCEAN,394193.37140634196
-121.98,37.31,28.0,3840.0,629.0,1883.0,662.0,6.4095,<1H OCEAN,347881.41810735577
-116.72,33.56,13.0,3166.0,682.0,1250.0,475.0,2.355,INLAND,138288.40982103467
-118.0,33.92,26.0,2830.0,399.0,1204.0,404.0,6.1273,<1H OCEAN,289712.0530694101
-118.17,33.91,39.0,1157.0,273.0,877.0,305.0,3.1087,<1H OCEAN,149561.85538010555
-117.08,33.01,5.0,5659.0,931.0,2565.0,902.0,6.1949,<1H OCEAN,274308.5430670232
-122.13,36.97,27.0,991.0,194.0,543.0,155.0,4.7188,NEAR OCEAN,274069.1136928432
-117.51,34.0,36.0,3791.0,746.0,2258.0,672.0,3.2067,INLAND,124489.57186965559
-118.46,34.27,28.0,1865.0,463.0,1182.0,440.0,2.6193,<1H OCEAN,181647.98410422195
-120.26,38.13,17.0,301.0,94.0,122.0,47.0,4.0583,INLAND,155089.521043078
-118.44,34.27,36.0,1111.0,275.0,1333.0,266.0,3.5347,<1H OCEAN,168064.39669116057
-117.21,32.85,15.0,2593.0,521.0,901.0,456.0,4.2065,NEAR OCEAN,226963.46047187166
-122.86,38.62,35.0,2597.0,522.0,1231.0,499.0,2.7432,<1H OCEAN,179112.61441139315
-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538,NEAR BAY,369895.1160879143
-121.03,37.63,5.0,2881.0,584.0,1490.0,570.0,3.0398,INLAND,130833.3597879014
-118.33,33.88,36.0,1271.0,346.0,811.0,345.0,3.2417,<1H OCEAN,234912.13785923255
-119.68,36.8,7.0,2855.0,518.0,1748.0,498.0,4.2066,INLAND,101974.36649469976
-117.2,32.76,40.0,581.0,157.0,298.0,156.0,2.4,NEAR OCEAN,231327.6655688525
-118.46,34.01,43.0,513.0,98.0,266.0,103.0,5.6428,<1H OCEAN,317188.15300214174
-117.83,34.15,20.0,2421.0,306.0,1023.0,298.0,8.0683,INLAND,355641.0863675214
-117.33,34.07,32.0,2086.0,458.0,1355.0,412.0,2.5238,INLAND,91959.1658215723
-120.37,37.98,29.0,2508.0,591.0,1112.0,550.0,1.6021,INLAND,98796.12622944526
-117.09,32.81,7.0,6100.0,1185.0,2710.0,1040.0,5.5673,NEAR OCEAN,236090.52915717327
-122.12,37.75,28.0,794.0,111.0,329.0,109.0,7.6923,NEAR BAY,370811.2445540594
-117.91,33.61,38.0,1232.0,178.0,410.0,171.0,11.075,<1H OCEAN,497239.65082738077
-120.0,35.91,16.0,259.0,53.0,131.0,38.0,3.125,INLAND,85280.61677946868
-118.42,34.19,34.0,2622.0,572.0,1997.0,573.0,3.338,<1H OCEAN,213269.6669356883
-120.71,40.36,19.0,4462.0,828.0,2229.0,777.0,3.5536,INLAND,110857.23373744592
-120.48,37.32,13.0,3641.0,897.0,1737.0,788.0,2.1418,INLAND,98334.55218227027
-124.16,40.95,20.0,1075.0,214.0,529.0,196.0,3.1406,NEAR OCEAN,127688.16607142858
-118.4,34.22,36.0,2557.0,540.0,1556.0,491.0,3.6591,<1H OCEAN,198448.23966957457
-117.1,32.67,22.0,1690.0,541.0,1669.0,494.0,2.0213,NEAR OCEAN,99224.12148299465
-118.28,34.08,42.0,1618.0,522.0,1454.0,440.0,3.1607,<1H OCEAN,223885.63246826522
-118.21,33.79,33.0,32.0,18.0,96.0,36.0,4.5938,NEAR OCEAN,234679.48358755297
-117.29,34.12,40.0,2198.0,612.0,1517.0,531.0,1.0951,INLAND,74843.53526328773
-118.21,33.9,41.0,941.0,233.0,973.0,253.0,1.9583,<1H OCEAN,127986.31636627164
-118.01,34.08,35.0,1852.0,358.0,1414.0,347.0,4.275,INLAND,227366.32497451373
-122.48,37.59,29.0,5889.0,959.0,2784.0,923.0,5.3991,NEAR OCEAN,302758.8110693372
-118.32,34.09,34.0,1478.0,675.0,1976.0,653.0,2.0557,<1H OCEAN,220310.1064246433
-122.41,37.73,33.0,2789.0,567.0,1682.0,552.0,3.8643,NEAR BAY,248628.84933826863
-116.97,32.65,4.0,16450.0,2833.0,7985.0,2683.0,5.6631,NEAR OCEAN,248771.91203486908
-122.23,37.82,52.0,1611.0,203.0,556.0,179.0,8.7477,NEAR BAY,441225.84367985843
-118.6,34.07,16.0,319.0,59.0,149.0,64.0,4.625,<1H OCEAN,361352.2724025125
-117.82,33.67,15.0,1010.0,274.0,649.0,261.0,2.5197,<1H OCEAN,172636.8349819167
-122.51,37.76,43.0,2527.0,619.0,1332.0,558.0,3.0465,NEAR OCEAN,312964.4388239351
-121.95,37.32,33.0,726.0,168.0,351.0,147.0,3.1458,<1H OCEAN,242535.9761115636
-121.52,38.59,35.0,6418.0,1545.0,3814.0,1496.0,1.6647,INLAND,96068.96392716106
-118.25,33.99,39.0,1274.0,319.0,1362.0,324.0,2.1793,<1H OCEAN,107603.02226222631
-118.47,35.72,18.0,4754.0,1075.0,1366.0,690.0,2.0694,INLAND,79510.29480505125
-122.16,37.68,16.0,1687.0,348.0,568.0,352.0,2.3869,NEAR BAY,185930.90650335615
-117.87,34.11,34.0,1324.0,211.0,799.0,228.0,4.5234,<1H OCEAN,183976.23902361948
-119.48,37.0,16.0,2904.0,551.0,1467.0,509.0,3.1736,INLAND,108748.61010878214
-117.08,32.64,11.0,1651.0,533.0,947.0,515.0,1.6806,NEAR OCEAN,108532.6973455122
-117.41,33.96,32.0,2837.0,617.0,1393.0,595.0,2.3798,INLAND,108676.81978785996
-124.16,40.6,39.0,1322.0,283.0,642.0,292.0,2.4519,NEAR OCEAN,79571.35145123144
-118.29,33.81,19.0,7023.0,1538.0,3993.0,1412.0,5.0532,<1H OCEAN,280626.52058679325
-121.88,37.24,14.0,7174.0,950.0,2782.0,899.0,8.3065,<1H OCEAN,420521.9922364445
-122.21,38.09,37.0,4368.0,779.0,2083.0,741.0,3.8667,NEAR BAY,146812.45445283008
-121.67,39.26,29.0,3041.0,683.0,2106.0,687.0,1.6315,INLAND,68218.48543320232
-121.7,36.48,19.0,2150.0,479.0,1052.0,428.0,3.5039,<1H OCEAN,217068.4531228881
-124.09,40.88,50.0,921.0,187.0,420.0,187.0,2.2188,NEAR OCEAN,83672.63677564415
-122.44,37.52,16.0,7077.0,1179.0,3502.0,1148.0,5.9919,NEAR OCEAN,382916.3579294254
-117.68,33.49,18.0,4173.0,625.0,1649.0,634.0,6.3568,<1H OCEAN,292025.6960140544
-118.09,34.06,38.0,3230.0,840.0,3485.0,827.0,2.629,<1H OCEAN,177900.56833452173
-120.48,37.31,42.0,2361.0,512.0,1684.0,511.0,2.355,INLAND,84310.5429475392
-122.56,41.53,29.0,1729.0,355.0,848.0,328.0,2.2024,INLAND,63199.79371823514
-117.66,33.51,18.0,2626.0,,1302.0,522.0,4.0167,<1H OCEAN,220515.105621312
-121.15,38.68,6.0,9798.0,1551.0,4583.0,1494.0,5.0159,INLAND,181693.23218746652
-118.13,33.82,44.0,1785.0,307.0,779.0,291.0,4.3056,<1H OCEAN,246278.87692519047
-118.28,33.93,45.0,529.0,112.0,448.0,120.0,3.5833,<1H OCEAN,141401.65058757324
-117.19,32.77,16.0,3273.0,670.0,1305.0,671.0,4.1368,NEAR OCEAN,237122.7941846068
-121.29,38.01,2.0,6403.0,1116.0,3327.0,957.0,4.4871,INLAND,159894.91630975986
-117.86,33.75,5.0,187.0,49.0,207.0,51.0,1.8,<1H OCEAN,287978.61771485204
-122.98,38.44,29.0,4450.0,939.0,1328.0,590.0,3.1,<1H OCEAN,178323.02965328412
-120.54,38.75,9.0,3006.0,540.0,1102.0,418.0,3.9812,INLAND,138872.36460955246
-118.08,33.81,21.0,1189.0,281.0,577.0,264.0,3.3155,<1H OCEAN,205537.6994196663
-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,NEAR BAY,128378.36449159188
-118.22,33.81,38.0,1486.0,359.0,1345.0,326.0,3.3988,NEAR OCEAN,164606.4464989339
-121.32,36.43,22.0,2927.0,637.0,2546.0,618.0,2.7153,<1H OCEAN,156620.28101585258
-117.98,34.02,32.0,2945.0,651.0,2044.0,652.0,3.1979,<1H OCEAN,179637.12947955274
-121.45,38.57,52.0,2006.0,412.0,825.0,384.0,3.2963,INLAND,139292.41267881193
-118.95,35.37,34.0,1672.0,359.0,1059.0,349.0,2.1588,INLAND,62221.94999166968
-117.55,33.9,21.0,1839.0,324.0,871.0,307.0,3.4459,INLAND,141266.2079969283
-121.91,36.59,17.0,5039.0,833.0,1678.0,710.0,6.2323,NEAR OCEAN,381670.0146069732
-118.2,33.8,42.0,4577.0,1146.0,2749.0,1094.0,2.5012,NEAR OCEAN,172950.0901281694
-122.47,37.89,23.0,10774.0,1736.0,3895.0,1683.0,7.2905,NEAR BAY,397841.6586258385
-122.19,37.76,38.0,1493.0,370.0,1144.0,351.0,0.7683,NEAR BAY,92477.5826711308
-118.36,34.04,49.0,995.0,184.0,462.0,194.0,2.7917,<1H OCEAN,216103.69598258642
-122.29,37.89,52.0,2269.0,380.0,1004.0,371.0,5.1696,NEAR BAY,300832.04144400684
-117.12,32.96,15.0,2869.0,405.0,1526.0,402.0,6.0175,<1H OCEAN,262984.7947321452
-121.68,36.9,13.0,833.0,130.0,405.0,127.0,5.2729,<1H OCEAN,286282.5608854279
-118.36,34.21,41.0,337.0,65.0,198.0,50.0,1.8929,<1H OCEAN,205889.99861692626
-122.32,37.95,35.0,1612.0,354.0,887.0,331.0,2.5769,NEAR BAY,119281.53836351968
-117.86,33.77,39.0,4159.0,655.0,1669.0,651.0,4.6111,<1H OCEAN,224899.04387987696
-117.11,33.14,10.0,3208.0,636.0,1395.0,582.0,3.4455,<1H OCEAN,169283.60616341137
-117.89,33.99,22.0,3272.0,618.0,1784.0,591.0,4.0324,<1H OCEAN,195493.72724886888
-118.14,33.91,37.0,932.0,171.0,578.0,175.0,4.375,<1H OCEAN,193327.44159156538
-117.65,35.0,36.0,1184.0,316.0,672.0,241.0,1.9107,INLAND,67457.25432550395
-118.14,34.09,38.0,1745.0,457.0,1547.0,460.0,2.85,<1H OCEAN,192206.63522528694
-118.26,34.13,37.0,196.0,74.0,194.0,68.0,1.2188,<1H OCEAN,229636.38820777342
-117.85,33.89,24.0,3326.0,503.0,1616.0,494.0,5.7457,<1H OCEAN,269592.2151760832
-117.93,33.76,17.0,3341.0,803.0,3381.0,825.0,3.371,<1H OCEAN,187087.86813646753
-122.33,37.58,43.0,1772.0,422.0,1573.0,401.0,2.7474,NEAR OCEAN,270589.27783583064
-118.35,33.91,28.0,2108.0,534.0,1485.0,536.0,4.0775,<1H OCEAN,245243.50803825914
-120.87,37.07,26.0,2036.0,401.0,1343.0,414.0,3.6331,INLAND,193425.69242208012
-117.95,34.07,37.0,1375.0,260.0,951.0,272.0,3.2083,<1H OCEAN,173704.99432194748
-121.85,37.72,43.0,228.0,40.0,83.0,42.0,10.3203,INLAND,459351.8337440477
-118.06,33.99,46.0,1203.0,219.0,637.0,211.0,3.3611,<1H OCEAN,184356.96914094535
-121.46,38.63,26.0,3185.0,658.0,2444.0,626.0,1.56,INLAND,73784.31794963051
-118.67,34.16,17.0,16544.0,2206.0,6214.0,2118.0,9.1228,<1H OCEAN,472182.6802083333
-120.04,36.96,23.0,2126.0,506.0,2091.0,491.0,1.3713,INLAND,56131.53280683666
-121.95,37.96,18.0,2739.0,393.0,1072.0,374.0,6.1436,INLAND,216419.7900483983
-122.18,37.78,43.0,1985.0,440.0,1085.0,407.0,3.4205,NEAR BAY,185358.0322601906
-117.31,33.1,15.0,2392.0,446.0,747.0,421.0,3.5341,NEAR OCEAN,195463.11913637645
-118.02,33.75,26.0,2989.0,479.0,1596.0,475.0,5.7157,<1H OCEAN,256047.26427211496
-118.71,34.27,26.0,990.0,223.0,719.0,232.0,3.163,<1H OCEAN,221179.5491743443
-118.29,33.99,46.0,2608.0,636.0,1766.0,596.0,1.5846,<1H OCEAN,107148.9384577544
-118.45,34.27,35.0,1579.0,300.0,1012.0,265.0,5.1296,<1H OCEAN,219624.6072985881
-117.66,33.61,21.0,1932.0,266.0,860.0,286.0,7.1497,<1H OCEAN,295560.6850515837
-117.38,34.08,11.0,5684.0,1139.0,3095.0,1036.0,3.6875,INLAND,120972.1096980846
-120.81,38.67,14.0,8396.0,1578.0,3952.0,1474.0,3.0565,INLAND,127032.03281383417
-122.22,37.78,50.0,1776.0,473.0,1807.0,440.0,1.7276,NEAR BAY,123589.57408426999
-118.29,33.72,25.0,2469.0,584.0,1253.0,535.0,3.1932,NEAR OCEAN,255614.86066294345
-119.1,35.33,4.0,6640.0,898.0,3121.0,902.0,6.759,INLAND,243977.08630952382
-117.08,32.91,9.0,1547.0,218.0,683.0,231.0,7.5604,<1H OCEAN,342993.9155204978
-117.89,33.74,33.0,619.0,139.0,1217.0,146.0,4.6875,<1H OCEAN,181652.5426108104
-119.31,34.44,5.0,403.0,48.0,208.0,54.0,12.632,NEAR OCEAN,480691.6478035714
-122.0,37.31,28.0,3811.0,585.0,1795.0,581.0,7.8383,<1H OCEAN,441084.9354695354
-120.46,34.64,16.0,686.0,217.0,614.0,200.0,0.8106,NEAR OCEAN,228265.20846599882
-121.12,39.2,9.0,1431.0,254.0,681.0,221.0,3.045,INLAND,135401.55805249498
-118.2,33.79,48.0,2105.0,592.0,1807.0,539.0,2.7183,NEAR OCEAN,174845.03709080772
-118.77,34.27,7.0,3074.0,794.0,1816.0,654.0,2.7137,<1H OCEAN,219505.09526964993
-122.25,37.83,35.0,1613.0,428.0,675.0,422.0,3.4722,NEAR BAY,234185.84096530062
-122.46,37.78,47.0,1682.0,379.0,837.0,375.0,5.2806,NEAR BAY,357363.30059625657
-122.04,36.95,27.0,1987.0,374.0,961.0,343.0,3.9667,NEAR OCEAN,254722.81597157178
-117.99,34.15,44.0,2492.0,611.0,1951.0,596.0,3.1304,INLAND,186317.8692853747
-118.46,35.13,19.0,3109.0,640.0,1457.0,620.0,2.6417,INLAND,81402.77386636965
-118.36,34.1,36.0,2963.0,838.0,1129.0,745.0,2.5588,<1H OCEAN,288754.7082680625
-118.42,34.15,27.0,2795.0,602.0,1073.0,535.0,5.1496,<1H OCEAN,454056.69446087093
-117.81,34.08,13.0,18448.0,2474.0,7775.0,2397.0,7.7876,INLAND,320478.2034090909
-117.66,33.64,17.0,3173.0,501.0,1555.0,520.0,6.7079,<1H OCEAN,286245.6383480538
-118.11,33.83,36.0,1820.0,313.0,899.0,295.0,4.918,<1H OCEAN,227821.57834626123
-121.88,37.43,31.0,2573.0,474.0,1898.0,475.0,5.6651,<1H OCEAN,265205.5068656422
-118.1,34.1,34.0,2578.0,645.0,1628.0,617.0,2.34,<1H OCEAN,186867.56530247457
-119.23,35.77,36.0,3225.0,635.0,2034.0,593.0,2.4044,INLAND,66501.740549747
-122.15,37.43,47.0,2600.0,490.0,1149.0,465.0,5.0203,NEAR BAY,348195.91391182796
-122.42,37.62,36.0,1017.0,165.0,407.0,159.0,4.8,NEAR OCEAN,303946.6137468006
-118.45,34.01,36.0,2424.0,418.0,1123.0,417.0,6.4755,<1H OCEAN,425391.4340797826
-118.27,34.08,43.0,962.0,253.0,658.0,244.0,3.2386,<1H OCEAN,204789.24022638134
-118.38,34.27,8.0,3248.0,847.0,2608.0,731.0,2.8214,<1H OCEAN,197570.39841817564
-122.02,37.6,31.0,2155.0,522.0,1858.0,437.0,2.652,NEAR BAY,175462.5720393586
-117.8,34.1,13.0,2996.0,495.0,1187.0,464.0,6.2456,INLAND,235270.1726538885
-118.38,34.04,39.0,2614.0,569.0,1665.0,553.0,3.4063,<1H OCEAN,322529.20063975407
-117.83,33.93,14.0,1956.0,282.0,671.0,269.0,6.5841,<1H OCEAN,286011.0724380607
-117.86,33.62,23.0,3166.0,411.0,1092.0,345.0,7.9367,<1H OCEAN,349732.3512947865
-117.19,34.05,33.0,3007.0,498.0,1252.0,488.0,3.8816,INLAND,116346.53713553665
-117.84,33.74,25.0,1818.0,577.0,1426.0,532.0,3.2104,<1H OCEAN,177841.70915559604
-117.24,32.79,25.0,2135.0,691.0,566.0,320.0,2.6902,NEAR OCEAN,231883.02185306177
-121.8,37.23,18.0,2581.0,358.0,1284.0,377.0,6.7385,<1H OCEAN,322903.7269589802
-117.04,34.04,30.0,3474.0,735.0,1674.0,691.0,2.5863,INLAND,100340.23388498278
-119.8,36.29,7.0,479.0,84.0,327.0,103.0,5.1728,INLAND,164941.07043587306
-117.9,34.11,23.0,4776.0,1316.0,4797.0,1187.0,2.1667,<1H OCEAN,171253.60928793144
-117.95,33.77,38.0,1476.0,308.0,1114.0,309.0,4.1917,<1H OCEAN,191613.98160539605
-122.09,37.67,39.0,2069.0,500.0,1408.0,478.0,3.1115,NEAR BAY,188536.22970032404
-118.42,34.03,45.0,1262.0,223.0,637.0,221.0,5.0866,<1H OCEAN,366448.37048643536
-118.05,33.85,25.0,2856.0,388.0,1212.0,362.0,6.1737,<1H OCEAN,304222.5375464615
-121.79,37.32,6.0,2850.0,561.0,2160.0,581.0,5.5336,<1H OCEAN,258254.14031586438
-118.16,33.97,39.0,1444.0,447.0,1890.0,416.0,2.1181,<1H OCEAN,155315.0923736318
-115.59,32.79,8.0,2183.0,307.0,1000.0,287.0,6.3814,INLAND,215795.62539682537
-117.93,33.93,37.0,1128.0,273.0,931.0,234.0,2.8,<1H OCEAN,164025.59001956173
-117.3,34.46,8.0,6246.0,1273.0,3883.0,1264.0,2.7917,INLAND,105856.59617194737
-117.9,33.73,30.0,746.0,172.0,1048.0,163.0,4.1,<1H OCEAN,172984.6347051902
-122.55,38.0,18.0,3119.0,803.0,1395.0,722.0,3.9265,NEAR BAY,242203.90688885006
-118.18,33.78,17.0,1419.0,436.0,1300.0,360.0,2.0769,NEAR OCEAN,147412.51492992206
-119.29,36.12,24.0,1248.0,226.0,641.0,200.0,2.4722,INLAND,68520.65927763015
-118.45,35.62,18.0,2304.0,527.0,782.0,390.0,1.4141,INLAND,76520.68334948532
-121.79,37.31,22.0,2199.0,361.0,1270.0,386.0,5.1149,<1H OCEAN,238005.5235090604
-119.83,36.37,25.0,1549.0,269.0,819.0,272.0,2.7159,INLAND,77096.82680718566
-122.42,37.74,52.0,1674.0,346.0,734.0,335.0,3.8864,NEAR BAY,278764.40118641494
-123.18,39.23,18.0,243.0,55.0,115.0,54.0,2.125,<1H OCEAN,161776.68274531033
-121.29,38.68,20.0,1881.0,378.0,921.0,360.0,1.8589,INLAND,88700.70559484366
-117.25,32.81,39.0,1846.0,350.0,765.0,329.0,3.9187,NEAR OCEAN,357536.2152219646
-118.05,33.73,25.0,2472.0,450.0,1301.0,467.0,5.0699,<1H OCEAN,240557.7378536045
-122.27,37.56,17.0,3211.0,847.0,1553.0,812.0,4.9434,NEAR BAY,335588.4631598493
-118.33,34.05,44.0,1574.0,390.0,1323.0,404.0,2.5284,<1H OCEAN,226438.27614375073
-121.39,38.64,33.0,1503.0,282.0,652.0,229.0,3.6937,INLAND,132315.79396833907
-118.25,34.07,16.0,719.0,225.0,801.0,218.0,2.3942,<1H OCEAN,196631.99265146983
-122.12,37.42,35.0,2445.0,533.0,1187.0,519.0,5.2803,NEAR BAY,360601.865459918
-117.17,34.05,29.0,4007.0,700.0,1576.0,696.0,3.1801,INLAND,110381.72719893079
-117.33,33.87,14.0,2300.0,335.0,1001.0,311.0,5.1045,INLAND,177925.17881468232
-117.32,34.06,52.0,802.0,160.0,564.0,131.0,2.1591,INLAND,89905.93101871944
-121.34,38.03,20.0,4213.0,751.0,2071.0,714.0,4.4063,INLAND,147707.56323017852
-122.47,37.51,15.0,4974.0,764.0,2222.0,774.0,6.7606,NEAR OCEAN,407852.33931343624
-121.94,37.54,27.0,3715.0,526.0,1631.0,538.0,6.2179,<1H OCEAN,311334.407778817
-118.18,33.89,25.0,5896.0,1464.0,4149.0,1362.0,2.6742,<1H OCEAN,156367.4642663439
-117.05,32.77,33.0,3535.0,683.0,1568.0,672.0,2.8097,NEAR OCEAN,162726.31205563815
-118.01,34.05,37.0,682.0,172.0,813.0,173.0,3.8125,<1H OCEAN,173026.29217816552
-123.16,39.13,33.0,1320.0,303.0,1048.0,303.0,1.7813,<1H OCEAN,105242.68678561292
-121.27,38.02,32.0,342.0,58.0,138.0,52.0,2.9821,INLAND,123996.63222590703
-119.86,34.41,24.0,1576.0,580.0,1630.0,531.0,1.24,NEAR OCEAN,213926.15513912105
-118.18,33.87,44.0,2137.0,461.0,1126.0,439.0,3.4408,<1H OCEAN,170506.57716241202
-122.24,37.82,52.0,3665.0,517.0,1470.0,520.0,6.155,NEAR BAY,391332.1559397466
-117.9,33.65,27.0,3310.0,598.0,1402.0,563.0,6.632,<1H OCEAN,385683.1718172619
-122.26,37.88,52.0,2604.0,837.0,1798.0,769.0,1.725,NEAR BAY,222316.62615186832
-122.44,37.78,52.0,2695.0,657.0,1243.0,573.0,2.8569,NEAR BAY,351888.4333361805
-121.81,37.25,5.0,1975.0,520.0,861.0,440.0,4.4565,<1H OCEAN,253363.20393110157
-118.14,33.86,36.0,1774.0,348.0,934.0,333.0,4.8571,<1H OCEAN,217564.92826551874
-118.2,34.07,34.0,1765.0,551.0,2203.0,500.0,2.2708,<1H OCEAN,153317.4561817156
-119.83,36.83,14.0,2351.0,341.0,1128.0,363.0,6.9903,INLAND,224080.95317460303
-115.91,33.36,15.0,459.0,95.0,160.0,73.0,0.922,INLAND,57297.756063049295
-116.86,32.8,19.0,1747.0,291.0,848.0,290.0,4.875,<1H OCEAN,183432.2310090191
-117.97,33.93,31.0,1975.0,373.0,918.0,347.0,4.4107,<1H OCEAN,206676.7629162819
-118.39,34.19,23.0,1875.0,710.0,2555.0,657.0,2.0968,<1H OCEAN,188538.55397296068
-122.32,37.54,34.0,3661.0,692.0,1608.0,656.0,5.0774,NEAR OCEAN,331812.67730300914
-122.25,37.83,28.0,5022.0,1750.0,2558.0,1661.0,2.4234,NEAR BAY,222949.54920737023
-117.98,34.02,33.0,3512.0,632.0,1971.0,598.0,4.4653,<1H OCEAN,197048.12603692955
-117.94,33.79,24.0,4179.0,784.0,1902.0,733.0,4.7986,<1H OCEAN,209797.5349059143
-117.99,33.8,25.0,3179.0,639.0,2526.0,623.0,3.3281,<1H OCEAN,188284.61747810032
-117.92,34.1,35.0,2994.0,603.0,1933.0,561.0,4.0052,<1H OCEAN,169873.47252929013
-118.0,33.85,33.0,2053.0,418.0,1154.0,405.0,4.0455,<1H OCEAN,199485.00317009818
-117.93,33.69,26.0,2822.0,473.0,1258.0,469.0,6.4441,<1H OCEAN,302194.80187109706
-118.2,34.05,40.0,1146.0,323.0,1354.0,321.0,1.9205,<1H OCEAN,140655.84740452198
-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,NEAR BAY,137807.3381695799
-121.3,38.03,11.0,2866.0,654.0,1404.0,525.0,2.505,INLAND,116048.23100474731
